numSample,x1_pix,y1_pix,x2_pix,y2_pix,laser_X_m,laser_Y_m,laser_Z_m,radar_X_m,radar_Y_m,radar_R_m,radar_A_deg,radar_D_mps,radar_P_db,dataset,index,Difficult,vehicle_class,iou_class,conf_class,track_id,cx,cy
13865,711,506,850,615,-2.68847393989563,26.93050193786621,0.8301939964294434,-2.121937990188598,27.48243522644043,27.54619789123535,4.400000095367432,35.0,20882700.0,RECORD@2020-11-22_12.03.47,26,1.0,car,0.9623061418533324,0.8771629929542542,0,2.113,29.465
13866,723,511,852,615,-2.624483108520508,27.699790954589844,0.8445897698402405,-2.2493245601654053,28.40187263488769,28.544248580932617,4.599999904632568,35.0,15047714.0,RECORD@2020-11-22_12.03.47,27,1.0,car,0.93694806098938,0.8337717652320862,0,2.289,30.452
13867,733,508,858,611,-2.5306077003479004,28.50381088256836,0.8563007116317749,-2.0547120571136475,29.02094078063965,29.14307975769043,4.099999904632568,35.0,23701512.0,RECORD@2020-11-22_12.03.47,28,0.0,car,0.977700173854828,0.9073926210403442,0,2.084,31.068
13868,742,507,868,609,-2.505014181137085,29.258405685424805,0.8502066731452942,-2.174844741821289,29.873966217041016,29.941518783569336,4.199999809265137,34.0,22815916.0,RECORD@2020-11-22_12.03.47,29,0.0,car,0.9626221060752868,0.7698760032653809,0,2.193,31.861
13869,765,499,882,595,-2.2320094108581543,30.78261947631836,0.8980068564414978,-2.1073217391967773,31.63085556030273,31.73801040649414,3.900000095367432,34.0,11154026.0,RECORD@2020-11-22_12.03.47,30,0.0,car,0.9570026993751526,0.8128196597099304,0,2.159,33.665
13870,774,510,890,601,-2.1215412616729736,31.576244354248047,0.9085140228271484,-1.916162252426148,32.34339904785156,32.53644943237305,3.400000095367432,34.0,13407263.0,RECORD@2020-11-22_12.03.47,31,0.0,car,0.9488967061042786,0.8498402237892151,0,1.93,34.479
13871,780,506,894,596,-2.0597777366638184,32.25876998901367,0.9231744408607484,-1.801972389221192,33.12393951416016,33.13528060913086,3.0999999046325684,34.0,13615561.0,RECORD@2020-11-22_12.03.47,32,0.0,car,0.9217571020126344,0.6022029519081116,0,1.792,35.087
13872,792,510,899,601,-1.948565363883972,33.086524963378906,0.4985192418098449,-1.538628101348877,33.7279052734375,33.73411178588867,2.5999999046325684,34.0,19943994.0,RECORD@2020-11-22_12.03.47,33,0.0,car,0.9601098299026488,0.6611868143081665,0,1.53,35.699
13873,798,512,903,601,-1.86860454082489,33.84424591064453,0.5933844447135925,-1.514281153678894,34.63569641113281,34.73216247558594,2.5,34.0,19004598.0,RECORD@2020-11-22_12.03.47,34,0.0,car,0.950498104095459,0.7610499262809753,0,1.515,36.699
13876,825,507,924,590,-1.4895418882369995,36.06371688842773,0.9855542778968812,-1.1973745822906494,36.82844924926758,36.92787551879883,1.899999976158142,34.0,18989640.0,RECORD@2020-11-22_12.03.47,37,0.0,car,0.953748881816864,0.6362418532371521,0,1.224,38.908
13879,890,510,975,583,-0.3101053833961487,41.32162094116211,0.642666220664978,-0.0725322589278221,42.091827392578125,42.11773681640625,0.1000000014901161,33.0,16405124.0,RECORD@2020-11-22_12.03.47,44,1.0,car,0.988956093788147,0.8610510230064392,0,0.074,44.118
13881,913,509,995,584,0.2217489778995514,43.53433609008789,0.5387988090515137,0.5334097146987915,44.09307098388672,44.11383819580078,-0.699999988079071,32.0,23447924.0,RECORD@2020-11-22_12.03.47,46,0.0,car,0.9091577529907228,0.8445037007331848,0,-0.539,46.111
13883,926,513,1003,583,0.5245612859725952,44.950721740722656,0.544119119644165,0.8087354898452759,45.682594299316406,45.71072006225586,-1.0,31.0,13225582.0,RECORD@2020-11-22_12.03.47,48,0.0,car,0.9483476281166076,0.8383454084396362,0,-0.798,47.704
13884,945,519,1017,583,1.0238932371139526,48.80890655517578,0.558203399181366,1.27823805809021,49.29539489746094,49.30370330810547,-1.5,26.0,21876092.0,RECORD@2020-11-22_12.03.47,52,0.0,car,0.9404525756835938,0.8831217885017395,0,-1.291,51.287
13885,947,520,1018,583,1.0175883769989014,49.37628936767578,0.6947189569473267,1.1276323795318604,49.65984344482422,49.70292282104492,-1.2999999523162842,25.0,12115694.0,RECORD@2020-11-22_12.03.47,53,0.0,car,0.9191606044769288,0.8790691494941711,0,-1.128,51.69
13886,951,519,1020,580,1.1960842609405518,49.84028244018555,0.5623435378074646,1.749237895011902,50.2679443359375,50.301753997802734,-2.0,24.0,19104712.0,RECORD@2020-11-22_12.03.47,54,0.0,car,0.9131008386611938,0.8809630870819092,0,-1.756,52.271
13887,955,515,1025,576,1.2753962278366089,50.36382675170898,0.7022398710250854,1.6684648990631104,50.8320541381836,50.90058135986328,-1.899999976158142,24.0,13109609.0,RECORD@2020-11-22_12.03.47,55,0.0,car,0.9240818619728088,0.7430924773216248,0,-1.688,52.873
13888,959,509,1028,570,1.4539755582809448,50.91147613525391,0.5674510598182678,1.8831665515899656,51.52642440795898,51.599220275878906,-2.0999999046325684,23.0,10589832.0,RECORD@2020-11-22_12.03.47,56,0.0,car,0.8745879530906677,0.2771685123443603,0,-1.891,53.565
13889,966,513,1034,574,1.5542619228363037,51.37844467163086,0.7094308733940125,1.996831059455872,51.86691284179688,51.89863204956055,-2.200000047683716,23.0,12232493.0,RECORD@2020-11-22_12.03.47,57,1.0,car,0.9072036147117616,0.8355594277381897,0,-1.992,53.86
13890,974,514,1041,571,1.8801532983779907,52.36439514160156,0.7165229916572571,2.290289640426636,52.65018844604492,52.69707489013672,-2.5,22.0,14324830.0,RECORD@2020-11-22_12.03.47,58,0.0,car,0.8908390998840332,0.9021498560905457,0,-2.299,54.647
13891,979,512,1045,569,2.0400352478027344,52.913795471191406,0.5752090215682983,2.62374210357666,53.41205978393555,53.495513916015625,-2.799999952316284,22.0,10118177.0,RECORD@2020-11-22_12.03.47,59,0.0,car,0.9374098777770996,0.8399530649185181,0,-2.613,55.432
13892,984,514,1052,572,2.147080898284912,53.34381484985352,0.7224276065826416,2.548945665359497,53.80763244628906,53.89473342895508,-2.700000047683716,22.0,8880678.0,RECORD@2020-11-22_12.03.47,60,0.0,car,0.9582610726356506,0.8954527974128723,0,-2.539,55.835
13893,987,515,1054,572,2.270528793334961,53.85932922363281,0.5784398913383484,2.852296829223633,54.21125030517578,54.2939567565918,-3.0,22.0,17701270.0,RECORD@2020-11-22_12.03.47,61,0.0,car,0.9239028096199036,0.8791763186454773,0,-2.842,56.22
13894,990,514,1056,571,2.378891468048096,54.34563827514648,0.7289259433746338,2.8333959579467773,54.81831359863281,54.89278411865234,-3.0,22.0,10260387.0,RECORD@2020-11-22_12.03.47,62,0.0,car,0.9402921795845032,0.8665205836296082,0,-2.873,56.818
13895,994,517,1059,575,2.5529346466064453,54.8045768737793,0.5819609761238098,3.1716229915618896,55.24916076660156,55.29200744628906,-3.299999952316284,22.0,9914643.0,RECORD@2020-11-22_12.03.47,63,0.0,car,0.9424456357955932,0.8321427702903748,0,-3.183,57.2
13896,996,514,1061,568,2.625699996948242,55.291534423828125,0.7353582382202148,2.6618142127990723,55.74774169921875,55.89083480834961,-2.700000047683716,21.0,15505249.0,RECORD@2020-11-22_12.03.47,64,0.0,car,0.8653320670127869,0.7056847810745239,0,-2.633,57.829
13897,1000,514,1065,568,2.7820115089416504,56.1826400756836,0.7413617968559265,3.2640511989593506,56.76792907714844,56.88888549804688,-3.299999952316284,20.0,23810188.0,RECORD@2020-11-22_12.03.47,65,0.0,car,0.906675100326538,0.8781176805496216,0,-3.275,58.795
13898,1003,508,1066,561,2.8857104778289795,57.448509216308594,0.5930658578872681,2.988575458526612,57.345802307128906,57.48771667480469,-3.0,19.0,13722790.0,RECORD@2020-11-22_12.03.47,66,0.0,car,0.93965744972229,0.8145560622215271,0,-3.009,59.409
13899,1006,506,1068,558,3.015544891357422,57.751609802246094,0.7521483898162842,3.3674893379211426,57.92298126220703,58.0865478515625,-3.299999952316284,17.0,12286277.0,RECORD@2020-11-22_12.03.47,67,1.0,car,0.9441354870796204,0.7937266230583191,0,-3.344,59.99
13900,1004,503,1068,555,3.0002362728118896,58.042236328125,0.7546883821487427,3.321303606033325,58.56695175170898,58.68537902832031,-3.200000047683716,15.0,9633420.0,RECORD@2020-11-22_12.03.47,68,1.0,car,0.8939371705055237,0.8597351908683777,0,-3.276,60.594
13901,1004,506,1070,560,2.977378368377685,58.23388671875,0.7556119561195374,3.5585532188415527,58.77510452270508,58.884986877441406,-3.5,15.0,12004591.0,RECORD@2020-11-22_12.03.47,69,1.0,car,0.881958544254303,0.811534583568573,0,-3.595,60.775
13902,1005,508,1069,562,3.0259838104248047,58.49397277832031,0.7573272585868835,3.8696517944335938,58.81852722167969,58.98479461669922,-3.799999952316284,14.0,12554886.0,RECORD@2020-11-22_12.03.47,70,0.0,car,0.9184973239898682,0.8618472218513489,0,-3.909,60.855
13903,1007,511,1070,565,3.066075086593628,58.725135803222656,0.7579540014266968,3.583472490310669,58.974342346191406,59.084598541259766,-3.5,12.0,14025965.0,RECORD@2020-11-22_12.03.47,71,0.0,car,0.9006211161613464,0.8421176075935364,0,-3.607,60.974
13904,1009,504,1070,557,3.2255799770355225,59.22483825683594,1.380054950714111,3.8059897422790527,59.7297248840332,59.88303756713867,-3.700000047683716,10.0,12806690.0,RECORD@2020-11-22_12.03.47,72,0.0,car,0.8991643786430359,0.7711886763572693,0,-3.864,61.758
13905,1012,513,1073,567,3.2096171379089355,59.36738204956055,0.7625721096992493,4.161597728729248,59.89638137817383,60.08264923095703,-4.0,9.0,11911484.0,RECORD@2020-11-22_12.03.47,73,0.0,car,0.957379162311554,0.793030321598053,0,-4.191,61.936
13906,1014,511,1072,563,3.297123432159424,59.75970077514648,0.7655738592147827,3.862867832183838,60.30354690551758,60.48186874389648,-3.700000047683716,8.0,9078267.0,RECORD@2020-11-22_12.03.47,74,0.0,car,0.9225730895996094,0.7763587832450867,0,-3.903,62.356
13907,1018,518,1080,573,3.4985191822052,60.07617950439453,0.7666294574737549,3.9762158393859854,60.63623809814453,60.78128433227539,-3.799999952316284,6.0,9561764.0,RECORD@2020-11-22_12.03.47,75,0.0,car,0.943558394908905,0.772548258304596,0,-4.028,62.648
13911,1009,510,1070,562,3.1334822177886963,60.53468704223633,0.6047319173812866,3.9274630546569824,60.73793029785156,60.88108825683594,-3.700000047683716,254.0,15100055.0,RECORD@2020-11-22_12.03.47,84,0.0,car,0.93849915266037,0.820600688457489,0,-3.929,62.754
13912,1009,509,1071,562,3.2408902645111084,60.42325973510742,0.7696641683578491,3.975567817687988,60.75413513183594,60.88108825683594,-3.799999952316284,254.0,15137841.0,RECORD@2020-11-22_12.03.47,85,0.0,car,0.9144359230995178,0.7759127020835876,0,-4.035,62.747
13913,1007,507,1071,557,3.1802752017974854,60.41830062866211,1.40061616897583,3.988450050354004,60.5247917175293,60.68148040771485,-3.799999952316284,254.0,11860623.0,RECORD@2020-11-22_12.03.47,86,0.0,car,0.8823883533477783,0.6667184829711914,0,-4.022,62.548
13914,1008,505,1069,553,3.188908100128174,60.36674499511719,1.3997629880905151,3.882716178894043,60.85506439208984,60.98089599609375,-3.700000047683716,254.0,9856415.0,RECORD@2020-11-22_12.03.47,87,0.0,car,0.9318147301673888,0.7407076954841614,0,-3.935,62.854
13915,1007,509,1070,559,3.21132755279541,60.24727630615234,1.08528733253479,3.693170547485352,60.6645736694336,60.78128433227539,-3.5,254.0,16056930.0,RECORD@2020-11-22_12.03.47,88,0.0,car,0.9095473289489746,0.8044005036354065,0,-3.711,62.668
13916,1008,511,1070,563,3.2041733264923096,60.23007583618164,0.6035904288291931,4.088160514831543,60.721187591552734,60.88108825683594,-3.900000095367432,254.0,11983652.0,RECORD@2020-11-22_12.03.47,89,0.0,car,0.8754112720489502,0.6261076927185059,0,-4.141,62.74
13917,1010,510,1073,563,3.247478723526001,60.147216796875,0.7679489254951477,3.965877771377564,60.54090118408203,60.68148040771485,-3.700000047683716,254.0,8459078.0,RECORD@2020-11-22_12.03.47,90,0.0,car,0.9009497165679932,0.6006253957748413,0,-3.916,62.555
13918,1009,509,1073,562,3.1967086791992188,60.13842010498047,0.6034356355667114,3.762641429901123,60.537254333496094,60.68148040771485,-3.5999999046325684,254.0,9772954.0,RECORD@2020-11-22_12.03.47,91,0.0,car,0.8515035510063171,0.5991706848144531,0,-3.81,62.562
13919,1009,515,1072,567,3.202291488647461,60.07880401611328,0.7669263482093811,3.668793201446533,60.63236999511719,60.78128433227539,-3.5,254.0,9233383.0,RECORD@2020-11-22_12.03.47,92,0.0,car,0.889899730682373,0.6778462529182434,0,-3.711,62.668
13920,1009,514,1072,564,3.231231212615967,60.0557975769043,0.6028165817260742,3.6809816360473633,60.543907165527344,60.68148040771485,-3.5,254.0,12701408.0,RECORD@2020-11-22_12.03.47,93,0.0,car,0.9071163535118104,0.599758505821228,0,-3.705,62.568
13921,1010,511,1073,562,3.2109389305114746,59.972129821777344,0.7667614221572876,3.9959774017333984,60.34175491333008,60.48186874389648,-3.799999952316284,254.0,14697024.0,RECORD@2020-11-22_12.03.47,94,0.0,car,0.9065850973129272,0.7186659574508667,0,-4.008,62.349
13922,1010,509,1072,562,3.2071692943573,59.9456901550293,0.602739155292511,3.929642677307129,60.35574722290039,60.48186874389648,-3.700000047683716,254.0,11622339.0,RECORD@2020-11-22_12.03.47,95,0.0,car,0.895351767539978,0.5642783641815186,0,-3.903,62.356
13927,1016,511,1078,562,3.3789093494415283,59.62581634521485,0.6011914610862732,4.059906005859375,59.78281784057617,59.98284149169922,-3.900000095367432,253.0,12719476.0,RECORD@2020-11-22_12.03.47,100,0.0,car,0.9262420535087584,0.777532160282135,0,-4.08,61.844
13932,1024,505,1087,559,3.675749063491821,59.24482727050781,1.3808228969573977,4.125406265258789,59.7772216796875,59.88303756713867,-4.0,253.0,11848487.0,RECORD@2020-11-22_12.03.47,105,0.0,car,0.9485759139060974,0.3698976933956146,0,-4.177,61.737
13934,1027,507,1090,561,3.7899820804595934,59.05194091796875,0.5995663404464722,4.571674346923828,59.283729553222656,59.48381805419922,-4.400000095367432,252.0,15390885.0,RECORD@2020-11-22_12.03.47,107,1.0,car,0.9118199348449708,0.7920079231262207,0,-4.564,61.309
13937,1030,506,1090,558,3.805423021316528,58.729740142822266,0.7591085433959961,4.532356262207031,59.2047119140625,59.38401412963867,-4.400000095367432,252.0,11405799.0,RECORD@2020-11-22_12.03.47,110,0.0,car,0.9678285121917723,0.8647996783256531,0,-4.556,61.209
13939,1029,510,1093,566,3.797579288482666,58.56538009643555,0.7576571702957153,4.2751784324646,59.06987762451172,59.284210205078125,-4.099999904632568,252.0,8378941.5,RECORD@2020-11-22_12.03.47,112,0.0,car,0.8642199635505676,0.87533038854599,0,-4.239,61.132
13940,1027,506,1087,560,3.7528719902038574,58.56564331054688,0.5974768996238708,4.136280536651611,59.10041809082031,59.284210205078125,-4.0,253.0,10241418.0,RECORD@2020-11-22_12.03.47,113,0.0,car,0.8801072239875793,0.8634829521179199,0,-4.135,61.14
13941,1021,512,1086,567,3.636554956436157,58.42118453979492,0.7564696073532104,4.313446998596191,58.87451171875,59.084598541259766,-4.199999809265137,253.0,11713281.0,RECORD@2020-11-22_12.03.47,114,1.0,car,0.9040321111679076,0.8562800288200378,0,-4.327,60.926
13943,1019,507,1083,561,3.456215143203736,58.28369522094727,0.7560077905654907,3.787341117858887,58.703399658203125,58.884986877441406,-3.700000047683716,253.0,12784953.0,RECORD@2020-11-22_12.03.47,116,0.0,car,0.9212726354599,0.838157594203949,0,-3.8,60.762
13947,1003,506,1066,559,2.9399056434631348,58.05413436889648,0.7544244527816772,3.355485200881958,58.74856948852539,58.884986877441406,-3.299999952316284,253.0,9078249.0,RECORD@2020-11-22_12.03.47,120,1.0,car,0.9446874856948853,0.7818973064422607,0,-3.39,60.787
13948,1000,510,1065,564,2.829411745071411,58.02504348754883,0.594865083694458,3.3385019302368164,58.263710021972656,58.385963439941406,-3.299999952316284,253.0,10635249.0,RECORD@2020-11-22_12.03.47,121,0.0,car,0.9089487195014954,0.7199248671531677,0,-3.361,60.289
13951,998,511,1063,564,2.7328040599823,57.71189498901367,0.5937623977661133,3.534179210662842,58.14910125732422,58.28615951538086,-3.5,253.0,14477006.0,RECORD@2020-11-22_12.03.47,126,0.0,car,0.9502145648002625,0.8128178715705872,0,-3.558,60.177
13952,998,508,1063,561,2.756497859954834,57.58686447143555,0.7513896822929382,3.522529125213623,57.78499603271485,57.88693618774414,-3.5,253.0,16260308.0,RECORD@2020-11-22_12.03.47,127,1.0,car,0.9530500769615172,0.901573657989502,0,-3.534,59.779
13953,1000,512,1065,565,2.8601274490356445,57.57444381713867,0.5934334993362427,3.4693918228149414,58.176025390625,58.28615951538086,-3.400000095367432,253.0,10824026.0,RECORD@2020-11-22_12.03.47,128,0.0,car,0.8984154462814331,0.8790184259414673,0,-3.457,60.184
13954,1001,506,1066,559,2.877251148223877,57.49729537963867,0.7511917352676392,3.321516990661621,57.84388732910156,57.88693618774414,-3.299999952316284,254.0,9750156.0,RECORD@2020-11-22_12.03.47,129,0.0,car,0.9298898577690125,0.8620092868804932,0,-3.332,59.791
13955,1001,505,1067,560,2.860652208328247,57.49290084838867,0.5935689210891724,3.5103402137756348,57.72393035888672,57.88693618774414,-3.5,253.0,14185845.0,RECORD@2020-11-22_12.03.47,130,0.0,car,0.922921359539032,0.8572705984115601,0,-3.534,59.779
13956,1002,506,1067,560,2.870962619781494,57.37140274047852,0.7500042915344238,3.6857008934021,57.92167282104492,58.0865478515625,-3.5999999046325684,254.0,13375019.0,RECORD@2020-11-22_12.03.47,131,0.0,car,0.925592303276062,0.8159056901931763,0,-3.647,59.972
13957,1003,503,1066,554,2.910799026489258,57.36763000488281,1.3485734462738037,3.610482454299927,57.57344436645508,57.68732833862305,-3.5999999046325684,253.0,19870276.0,RECORD@2020-11-22_12.03.47,132,0.0,car,0.9116361737251282,0.8866406083106995,0,-3.622,59.573
13958,1001,505,1066,561,2.865712404251098,57.26726150512695,0.7492455840110779,3.483771800994873,57.84812927246094,57.98674011230469,-3.5,254.0,12132991.0,RECORD@2020-11-22_12.03.47,133,1.0,car,0.918023407459259,0.8478184938430786,0,-3.54,59.879
13959,1001,507,1065,560,2.788322687149048,57.28886413574219,0.5925629138946533,3.5103402137756348,57.86499786376953,57.98674011230469,-3.5,253.0,9991641.0,RECORD@2020-11-22_12.03.47,134,1.0,car,0.9382458329200744,0.7924898266792297,0,-3.54,59.879
13960,1000,505,1063,556,2.795546054840088,57.19185256958008,0.7496744394302368,3.3859896659851074,57.410301208496094,57.48771667480469,-3.400000095367432,254.0,8376299.5,RECORD@2020-11-22_12.03.47,135,0.0,car,0.9307515621185304,0.9045872092247008,0,-3.409,59.387
13961,999,506,1064,557,2.822174549102783,57.170188903808594,1.3455021381378174,3.398346424102783,57.56044769287109,57.68732833862305,-3.400000095367432,254.0,9070942.0,RECORD@2020-11-22_12.03.47,136,0.0,car,0.9331611394882202,0.8681513667106628,0,-3.421,59.586
13962,999,504,1063,555,2.723117113113404,57.16170120239258,1.0487496852874756,3.410187244415283,57.60822677612305,57.68732833862305,-3.400000095367432,254.0,9778301.0,RECORD@2020-11-22_12.03.47,137,1.0,car,0.9453882575035096,0.6543723344802856,0,-3.421,59.586
13963,997,503,1061,556,2.716484785079956,57.10935592651367,1.3446489572525024,3.220505475997925,57.582855224609375,57.68732833862305,-3.200000047683716,1.0,10463787.0,RECORD@2020-11-22_12.03.47,138,0.0,car,0.9348741769790648,0.8523706793785095,0,-3.22,59.597
13964,993,508,1059,558,2.5617446899414062,57.13863754272461,0.752709150314331,3.0144686698913574,57.61591339111328,57.68732833862305,-3.0,128.0,10525349.0,RECORD@2020-11-22_12.03.47,139,0.0,car,0.8841472268104553,0.6712107062339783,0,-3.019,59.608
13965,995,502,1056,553,2.689738273620605,57.05011749267578,1.3449902534484863,3.009016513824463,57.58573913574219,57.68732833862305,-3.0,1.0,11011203.0,RECORD@2020-11-22_12.03.47,140,0.0,car,0.9595947265625,0.8012050986289978,0,-3.019,59.608
13966,992,504,1054,553,2.547815084457397,57.1204833984375,0.750103235244751,3.344503164291382,57.3695068359375,57.48771667480469,-3.299999952316284,1.0,12924624.0,RECORD@2020-11-22_12.03.47,141,0.0,car,0.8264811038970947,0.4809254705905914,0,-3.309,59.392
13967,992,502,1056,556,2.57791519165039,57.0987548828125,1.3446489572525024,2.9881203174591064,57.63238906860352,57.68732833862305,-3.0,1.0,13882589.0,RECORD@2020-11-22_12.03.47,142,0.0,car,0.9116275906562804,0.7116419076919556,0,-3.019,59.608
13968,990,506,1055,558,2.429159879684448,57.15658187866211,0.7479920983314514,3.01992416381836,57.59022521972656,57.68732833862305,-3.0,1.0,10852042.0,RECORD@2020-11-22_12.03.47,143,0.0,car,0.9464933276176452,0.8015880584716797,0,-3.019,59.608
13969,988,508,1053,560,2.4114999771118164,57.22236251831055,0.5925241708755493,3.0700204372406006,57.689735412597656,57.7871322631836,-3.0999999046325684,2.0,12266547.0,RECORD@2020-11-22_12.03.47,144,0.0,car,0.9354828000068665,0.8043957948684692,0,-3.125,59.703
13970,986,510,1051,559,2.3655548095703125,57.226112365722656,0.7487177848815918,3.0199244022369385,57.60822677612305,57.68732833862305,-3.0,3.0,15252048.0,RECORD@2020-11-22_12.03.47,145,0.0,car,0.8702004551887512,0.6610663533210754,0,-3.019,59.608
13972,983,512,1046,565,2.245792865753174,57.35066604614258,0.7496084570884705,2.755871295928955,57.89696502685547,57.98674011230469,-2.700000047683716,4.0,10148422.0,RECORD@2020-11-22_12.03.47,147,1.0,car,0.9583967328071594,0.8172134757041931,0,-2.732,59.922
13974,976,509,1039,562,2.037027359008789,57.57163238525391,0.7512577772140503,2.5424489974975586,57.98703002929688,58.0865478515625,-2.5,5.0,10432490.0,RECORD@2020-11-22_12.03.47,149,0.0,car,0.0,0.8294370770454407,0,-2.534,60.031
13977,955,501,1016,552,1.3299201726913452,58.16166305541992,1.363180160522461,1.6956979036331177,58.662384033203125,58.68537902832031,-1.7000000476837158,6.0,14376420.0,RECORD@2020-11-22_12.03.47,153,0.0,car,0.9001348614692688,0.7688654661178589,0,-1.741,60.66
13981,925,501,986,552,0.572441041469574,59.42243576049805,1.3838942050933838,0.7324259877204895,60.06607818603516,60.08264923095703,-0.699999988079071,7.0,12879474.0,RECORD@2020-11-22_12.03.47,162,1.0,car,0.926037073135376,0.8409605026245117,0,-0.734,62.078
13981,107,518,266,599,-14.101513862609863,30.348722457885746,0.8530106544494629,-13.245847702026367,29.821929931640625,32.636253356933594,23.89999961853028,30.0,3522835.0,RECORD@2020-11-22_12.03.47,162,1.0,car,0.870637059211731,0.8630372285842896,1,13.222,31.838
13982,924,500,985,552,0.343403160572052,59.65605163574219,1.3887758255004885,0.5791511535644531,60.17271041870117,60.18245315551758,-0.6000000238418579,7.0,17586204.0,RECORD@2020-11-22_12.03.47,163,0.0,car,0.9037899374961852,0.8769547343254089,0,-0.63,62.179
13983,924,502,984,552,0.5150174498558044,59.72682189941406,1.3891838788986206,0.7299846410751343,60.22753143310547,60.282257080078125,-0.699999988079071,7.0,13082654.0,RECORD@2020-11-22_12.03.47,164,0.0,car,0.9127347469329834,0.8243851661682129,0,-0.736,62.278
13985,924,509,984,559,0.3673886060714721,60.119571685791016,0.6029713153839111,0.9006199836730957,60.85951614379883,60.88108825683594,-0.8999999761581421,7.0,15989712.0,RECORD@2020-11-22_12.03.47,166,1.0,car,0.903930962085724,0.8581996560096741,0,-0.956,62.874
13985,581,503,645,551,-13.681543350219728,71.65130615234375,1.6144179105758667,-12.900992393493652,71.7063980102539,72.85769653320312,10.199999809265137,249.0,3246624.75,RECORD@2020-11-22_12.03.47,166,1.0,truck,0.9361754059791564,0.6730278134346008,2,12.902,73.706
13986,926,505,986,553,0.485360324382782,60.36590194702149,1.398568630218506,0.7992711663246155,60.8140983581543,60.88108825683594,-0.800000011920929,6.0,11168927.0,RECORD@2020-11-22_12.03.47,168,1.0,car,0.8897973895072937,0.8674764037132263,0,-0.85,62.875
13986,417,506,516,574,-13.524957656860352,48.26444625854492,1.04288649559021,-13.165275573730469,48.12670135498047,49.902530670166016,15.300000190734863,242.0,2655965.25,RECORD@2020-11-22_12.03.47,168,1.0,truck,0.0,0.8674764037132263,2,13.168,50.134
13987,926,502,987,551,0.4622221291065216,60.49746322631836,0.7701259851455688,0.7519574165344238,61.26890563964844,61.28030776977539,-0.699999988079071,6.0,12419066.0,RECORD@2020-11-22_12.03.47,169,1.0,car,0.930920958518982,0.8323487639427185,0,-0.749,63.276
13987,259,502,404,588,-13.559735298156738,36.51346969604492,1.040281057357788,-12.984052658081056,36.62889862060547,38.92397689819336,19.700000762939453,15.0,4173251.75,RECORD@2020-11-22_12.03.47,169,1.0,truck,0.9422934055328368,0.6332532167434692,2,13.121,38.646
